c CS 4.6
c Commercial use requires a licence
c contact igsys@eclipse.net
c
c nodes:              81     arcs:              157
c scale-factor:       12     cut-off-factor:   12.0
c
c time:             0.00     cost:                6
c refines:             1     discharges:          5
c pushes:              5     relabels:            5
c updates:             0     u-scans:             0
c p-refines:           3     r-scans:            24
c dfs-scans:         486     bad-in:        0  +  0
c
s       6
f       0       2          1
f       2       3          0
f       2      42          0
f       2       4          0
f       2      43          0
f       2       5          0
f       2      44          0
f       2       6          0
f       2      45          0
f       2       7          0
f       2      46          0
f       2       8          0
f       2      47          0
f       2       9          0
f       2      48          0
f       2      10          0
f       2      49          0
f       2      11          0
f       2      50          0
f       2      12          0
f       2      51          0
f       2      13          0
f       2      52          0
f       2      14          0
f       2      53          0
f       2      15          0
f       2      54          0
f       2      16          0
f       2      55          0
f       2      17          0
f       2      56          0
f       2      18          0
f       2      57          0
f       2      19          0
f       2      58          0
f       2      20          0
f       2      59          0
f       2      21          0
f       2      60          0
f       2      22          0
f       2      61          0
f       2      23          0
f       2      62          0
f       2      24          0
f       2      63          0
f       2      25          0
f       2      64          0
f       2      26          0
f       2      65          0
f       2      27          0
f       2      66          0
f       2      28          0
f       2      67          0
f       2      29          0
f       2      68          0
f       2      30          0
f       2      69          1
f       2      31          0
f       2      70          0
f       2      32          0
f       2      71          0
f       2      33          0
f       2      72          0
f       2      34          0
f       2      73          0
f       2      35          0
f       2      74          0
f       2      36          0
f       2      75          0
f       2      37          0
f       2      76          0
f       2      38          0
f       2      77          0
f       2      39          0
f       2      78          0
f       2      40          0
f       2      79          0
f       2      41          0
f       2      80          0
f       3       1          0
f       4       1          0
f       5       1          0
f       6       1          0
f       7       1          0
f       8       1          0
f       9       1          0
f      10       1          0
f      11       1          0
f      12       1          0
f      13       1          0
f      14       1          0
f      15       1          0
f      16       1          0
f      17       1          0
f      18       1          0
f      19       1          0
f      20       1          0
f      21       1          0
f      22       1          0
f      23       1          0
f      24       1          0
f      25       1          0
f      26       1          0
f      27       1          0
f      28       1          0
f      29       1          0
f      30       1          0
f      31       1          0
f      32       1          0
f      33       1          0
f      34       1          0
f      35       1          0
f      36       1          0
f      37       1          0
f      38       1          0
f      39       1          0
f      40       1          0
f      41       1          0
f      42       1          0
f      43       1          0
f      44       1          0
f      45       1          0
f      46       1          0
f      47       1          0
f      48       1          0
f      49       1          0
f      50       1          0
f      51       1          0
f      52       1          0
f      53       1          0
f      54       1          0
f      55       1          0
f      56       1          0
f      57       1          0
f      58       1          0
f      59       1          0
f      60       1          0
f      61       1          0
f      62       1          0
f      63       1          0
f      64       1          0
f      65       1          0
f      66       1          0
f      67       1          0
f      68       1          0
f      69       1          1
f      70       1          0
f      71       1          0
f      72       1          0
f      73       1          0
f      74       1          0
f      75       1          0
f      76       1          0
f      77       1          0
f      78       1          0
f      79       1          0
f      80       1          0
c
